,venue,match_category,team_1,team_2,team_1_runs,team_1_wickets,team_2_runs,team_2_wickets,pom,world_cup_year,host_country,match_status,winning_team,best_batter_1,best_batter_1_runs,best_batter_2,best_batter_2_runs,best_baller_1,best_baller_1_wick,best_baller_2,best_baller_2_wick
361, Melbourne,League-Match,WI,ENG,157.0,0.0,160.0,4.0,Chris Lewis,1992,AUS,played,ENG,,0,,0,,0,,0
362, Napier,League-Match,NZ,ZIM,162.0,3.0,105.0,7.0,Martin Crowe,1992,NZ,played,NZ,,0,,0,,0,,0
363, Sydney,League-Match,AUS,SA,170.0,9.0,171.0,1.0,Kepler Wessels,1992,AUS,played,SA,,0,,0,,0,,0
364, Dunedin,League-Match,IND,NZ,230.0,6.0,231.0,6.0,Mark Greatbatch,1992,NZ,played,NZ,,0,,0,,0,,0
365, Albury,League-Match,ZIM,ENG,134.0,0.0,125.0,0.0,Eddo Brandes,1992,NZ,played,ZIM,,0,,0,,0,,0
366, Adelaide,League-Match,IND,SA,180.0,6.0,181.0,4.0,Peter Kirsten,1992,AUS,played,SA,,0,,0,,0,,0
367, Dunedin,League-Match,IND,NZ,230.0,6.0,231.0,6.0,Mark Greatbatch,1992,NZ,played,NZ,,0,,0,,0,,0
368, Ballarat,League-Match,ENG,SL,280.0,6.0,174.0,0.0,Chris Lewis,1992,NZ,played,ENG,,0,,0,,0,,0
369, Melbourne,Final,PAK,ENG,249.0,6.0,227.0,0.0,Wasim Akram,1992,AUS,played,PAK,,0,,0,,0,,0
370, Hobart,League-Match,AUS,ZIM,265.0,6.0,137.0,0.0,Steve Waugh,1992,AUS,played,AUS,,0,,0,,0,,0
371, Auckland,League-Match,NZ,AUS,248.0,6.0,211.0,0.0,Martin Crowe,1992,NZ,played,NZ,,0,,0,,0,,0
372, Canberra,League-Match,ZIM,SA,163.0,0.0,164.0,3.0,Peter Kirsten,1992,AUS,played,SA,,0,,0,,0,,0
373, Melbourne,League-Match,AUS,WI,216.0,6.0,159.0,0.0,David Boon,1992,AUS,played,AUS,,0,,0,,0,,0
374, Sydney,League-Match,AUS,ENG,171.0,0.0,173.0,2.0,Ian Botham,1992,AUS,played,ENG,,0,,0,,0,,0
375, Adelaide,League-Match,SL,AUS,189.0,9.0,190.0,3.0,Tom Moody,1992,AUS,played,AUS,,0,,0,,0,,0
376, Perth,League-Match,PAK,AUS,220.0,9.0,172.0,0.0,Aamer Sohail,1992,AUS,played,PAK,,0,,0,,0,,0
377, Melbourne,League-Match,SA,ENG,236.0,4.0,226.0,7.0,Alec Stewart,1992,AUS,played,ENG,,0,,0,,0,,0
378, Adelaide,League-Match,PAK,ENG,74.0,0.0,24.0,1.0,,1992,AUS,played,,,0,,0,,0,,0
379, Sydney,Semi-Final,ENG,SA,252.0,6.0,232.0,6.0,Graeme Hick,1992,AUS,played,ENG,,0,,0,,0,,0
380, Brisbane,League-Match,WI,ZIM,264.0,8.0,189.0,7.0,Brian Lara,1992,AUS,played,WI,,0,,0,,0,,0
381, Hobart,League-Match,PAK,ZIM,254.0,4.0,201.0,7.0,Aamer Sohail,1992,AUS,played,PAK,,0,,0,,0,,0
382, Christchurch,League-Match,NZ,PAK,166.0,0.0,167.0,3.0,Mushtaq Ahmed,1992,NZ,played,PAK,,0,,0,,0,,0
383, Melbourne,League-Match,PAK,WI,220.0,2.0,221.0,0.0,Brian Lara,1992,AUS,played,WI,,0,,0,,0,,0
384, Wellington,League-Match,SA,SL,195.0,0.0,198.0,7.0,Arjuna Ranatunga,1992,NZ,played,SL,,0,,0,,0,,0
385, Wellington,League-Match,ENG,NZ,200.0,8.0,201.0,3.0,Andrew Jones,1992,NZ,played,NZ,,0,,0,,0,,0
